edad,genero,zona,promedio_calificaciones,tasa_asistencia,reprobaciones_previas,nivel_socioeconomico,educacion_padre,educacion_madre,trabaja_estudiante,distancia_escuela,acceso_internet,actividades_extracurriculares,apoyo_familiar,incidencias_disciplinarias,cambios_escuela,beca,desercion
14,M,Urbana,94.3,100.0,0,Medio,Superior,Secundaria,0,2.6,1,1,Medio,0,0,0,0
19,F,Urbana,68.3,100.0,0,Medio,Superior,Secundaria,0,2.9,1,1,Medio,0,0,0,0
16,M,Urbana,74.2,87.2,0,Medio,Primaria,Secundaria,0,6.4,0,0,Medio,0,0,0,1
19,F,Rural,73.7,84.6,0,Medio,Primaria,Superior,0,7.9,0,0,Medio,0,0,1,0
14,M,Urbana,66.1,89.8,2,Alto,Secundaria,Primaria,0,2.7,0,1,Bajo,2,0,1,0
15,M,Urbana,76.8,85.1,0,Bajo,Secundaria,Primaria,0,7.8,0,1,Alto,0,0,0,0
17,M,Urbana,65.6,70.4,3,Bajo,Secundaria,Primaria,0,0.4,0,0,Medio,0,0,0,0
15,F,Urbana,64.2,85.4,0,Medio,Superior,Secundaria,0,3.7,1,0,Medio,0,0,0,0
16,F,Urbana,80.7,94.3,0,Medio,Ninguno,Primaria,0,0.4,1,1,Medio,0,0,0,0
18,M,Rural,68.5,87.8,0,Alto,Primaria,Superior,0,7.2,1,1,Bajo,0,0,0,1
15,F,Urbana,61.6,70.9,4,Bajo,Superior,Primaria,0,0.6,1,1,Medio,3,1,0,0
18,F,Urbana,71.4,99.4,1,Medio,Superior,Secundaria,0,0.3,1,1,Medio,1,2,1,0
14,M,Rural,87.2,95.5,0,Alto,Primaria,Secundaria,0,5.4,1,0,Alto,0,0,0,1
15,M,Urbana,78.0,82.7,0,Medio,Primaria,Primaria,0,3.4,1,1,Medio,0,0,1,0
18,F,Rural,73.0,77.3,1,Medio,Primaria,Secundaria,0,7.2,1,1,Medio,1,1,0,0
19,F,Urbana,73.1,87.8,1,Alto,Primaria,Secundaria,0,2.2,1,0,Alto,1,0,0,0
15,F,Urbana,64.6,68.6,2,Bajo,Secundaria,Secundaria,0,2.7,1,1,Alto,2,0,0,0
16,M,Rural,74.2,87.3,0,Medio,Primaria,Secundaria,0,5.2,0,0,Alto,0,0,0,0
20,M,Urbana,98.1,100.0,0,Alto,Primaria,Secundaria,0,14.8,1,1,Medio,0,0,1,0
20,M,Urbana,57.9,83.3,3,Bajo,Secundaria,Primaria,0,0.0,1,0,Medio,2,0,0,0
18,M,Urbana,83.0,100.0,0,Medio,Secundaria,Secundaria,0,3.5,1,0,Medio,0,0,1,0
17,F,Rural,77.4,73.2,3,Medio,Secundaria,Primaria,0,5.1,1,0,Alto,1,0,1,0
16,M,Urbana,90.2,100.0,0,Alto,Primaria,Primaria,0,0.5,0,1,Alto,0,0,0,0
18,M,Urbana,87.6,89.0,0,Alto,Primaria,Primaria,0,4.7,1,0,Medio,0,0,0,0
18,M,Rural,77.8,94.0,0,Alto,Primaria,Secundaria,0,5.2,1,1,Medio,0,0,0,0
16,M,Urbana,64.4,92.3,0,Bajo,Superior,Ninguno,1,2.0,1,1,Medio,0,0,0,0
14,F,Urbana,67.6,95.5,0,Medio,Primaria,Superior,0,4.7,0,1,Bajo,0,0,0,1
15,M,Urbana,74.0,90.8,1,Alto,Secundaria,Primaria,1,2.4,1,0,Medio,0,0,1,1
20,F,Urbana,81.7,91.9,1,Medio,Secundaria,Primaria,0,0.3,1,1,Bajo,0,0,0,1
16,M,Urbana,74.1,86.5,2,Medio,Superior,Primaria,1,2.7,1,1,Medio,1,1,0,1
17,M,Urbana,72.8,95.5,1,Bajo,Primaria,Primaria,0,8.2,1,1,Medio,1,0,0,0
17,M,Urbana,84.3,91.3,1,Alto,Primaria,Primaria,0,0.0,0,1,Medio,0,0,0,0
19,F,Urbana,72.5,83.0,1,Bajo,Secundaria,Secundaria,0,0.4,1,1,Medio,0,0,0,1
14,M,Urbana,60.7,80.3,4,Bajo,Primaria,Primaria,0,2.3,0,1,Bajo,1,0,0,0
14,M,Rural,71.6,91.6,2,Alto,Secundaria,Primaria,0,7.6,1,0,Medio,0,1,0,0
15,F,Urbana,76.6,71.5,1,Alto,Primaria,Ninguno,0,2.1,1,1,Bajo,2,0,0,1
17,F,Rural,77.2,76.9,1,Alto,Superior,Primaria,0,5.2,1,1,Bajo,1,0,0,1
18,M,Rural,63.8,92.5,1,Medio,Secundaria,Superior,0,5.5,1,0,Alto,0,0,0,0
17,F,Urbana,61.9,60.5,2,Bajo,Ninguno,Primaria,1,1.5,1,0,Bajo,1,1,0,0
17,F,Rural,77.4,84.5,3,Medio,Secundaria,Secundaria,0,7.0,1,1,Medio,1,1,0,1
20,M,Rural,60.5,76.6,2,Bajo,Secundaria,Secundaria,0,14.8,1,0,Medio,1,1,0,0
15,F,Urbana,86.9,99.5,0,Alto,Secundaria,Primaria,0,3.7,1,1,Medio,0,0,0,0
18,M,Rural,70.3,82.9,2,Medio,Primaria,Superior,0,8.1,1,0,Medio,0,0,0,1
17,M,Urbana,72.7,100.0,0,Medio,Ninguno,Ninguno,0,0.8,1,0,Alto,0,0,0,0
17,F,Rural,74.4,67.6,3,Bajo,Secundaria,Superior,1,7.3,0,1,Medio,4,2,0,1
19,M,Urbana,76.9,100.0,1,Medio,Primaria,Secundaria,0,2.2,1,1,Medio,0,0,0,0
15,F,Urbana,91.1,100.0,0,Alto,Superior,Primaria,0,3.0,1,1,Alto,0,0,1,0
20,F,Urbana,66.5,88.8,0,Medio,Primaria,Superior,1,1.0,1,1,Bajo,0,0,0,0
16,M,Rural,84.9,82.3,3,Bajo,Secundaria,Primaria,0,8.7,0,1,Medio,0,0,0,1
17,M,Urbana,75.2,68.8,5,Bajo,Primaria,Superior,0,2.5,1,0,Bajo,2,1,1,1
17,M,Urbana,56.6,82.5,2,Medio,Secundaria,Superior,0,2.9,1,1,Bajo,1,0,0,1
19,F,Urbana,71.5,78.0,2,Bajo,Ninguno,Primaria,0,1.8,0,0,Alto,1,0,0,1
17,M,Urbana,89.2,94.4,2,Alto,Primaria,Primaria,1,0.4,1,1,Alto,0,2,0,0
15,M,Rural,64.2,76.6,2,Medio,Primaria,Secundaria,0,8.0,1,1,Bajo,1,0,0,0
14,F,Rural,66.5,69.0,2,Bajo,Secundaria,Primaria,0,5.5,1,0,Medio,3,1,0,0
16,F,Urbana,56.5,76.7,5,Medio,Primaria,Secundaria,1,1.7,1,1,Bajo,1,0,0,1
19,F,Urbana,70.2,86.3,0,Medio,Secundaria,Primaria,0,0.8,1,1,Medio,0,1,1,0
14,M,Urbana,75.9,93.4,3,Bajo,Ninguno,Primaria,0,2.6,1,0,Medio,1,0,1,0
20,F,Urbana,78.4,97.2,0,Medio,Secundaria,Secundaria,0,3.1,1,0,Alto,0,0,1,0
17,F,Rural,53.8,69.2,4,Bajo,Secundaria,Secundaria,0,8.3,0,0,Bajo,2,1,0,1
14,F,Rural,55.1,77.9,3,Medio,Ninguno,Secundaria,0,7.4,0,1,Medio,1,2,0,0
16,M,Urbana,79.7,80.5,0,Alto,Ninguno,Secundaria,0,0.8,1,1,Alto,0,0,0,0
17,F,Urbana,61.4,85.1,1,Alto,Primaria,Primaria,1,0.7,0,0,Alto,1,0,0,1
16,M,Urbana,84.0,76.2,3,Bajo,Secundaria,Primaria,0,1.1,1,1,Medio,1,0,0,1
14,F,Urbana,79.4,100.0,0,Medio,Superior,Primaria,0,1.8,1,1,Medio,0,0,0,0
18,M,Urbana,83.3,89.4,0,Bajo,Ninguno,Primaria,1,2.1,1,1,Alto,0,0,0,1
18,M,Rural,73.7,83.5,2,Medio,Secundaria,Primaria,0,7.1,1,0,Medio,2,0,0,0
14,F,Urbana,73.9,100.0,0,Bajo,Secundaria,Secundaria,0,0.6,1,0,Medio,0,0,0,0
15,F,Rural,62.9,67.1,3,Medio,Secundaria,Primaria,0,6.8,1,1,Medio,2,0,0,1
15,F,Urbana,72.8,87.2,1,Bajo,Secundaria,Ninguno,0,0.2,1,1,Alto,1,0,1,0
18,M,Urbana,67.3,74.3,1,Alto,Superior,Secundaria,1,6.5,0,0,Medio,1,0,0,1
19,F,Urbana,62.5,97.9,1,Alto,Secundaria,Ninguno,0,3.5,1,0,Bajo,0,0,0,0
19,M,Urbana,73.2,76.8,1,Bajo,Secundaria,Superior,0,1.5,1,0,Medio,3,1,1,0
20,F,Urbana,62.6,70.4,2,Medio,Primaria,Primaria,0,4.7,0,1,Alto,1,0,1,1
19,F,Urbana,73.2,100.0,1,Bajo,Secundaria,Ninguno,0,4.8,0,0,Medio,0,0,0,0
16,F,Rural,84.8,86.1,0,Medio,Superior,Superior,0,11.0,1,0,Medio,0,0,0,0
14,F,Urbana,80.5,79.6,1,Bajo,Superior,Secundaria,0,4.4,1,1,Medio,0,0,0,0
18,F,Rural,67.5,77.6,1,Bajo,Primaria,Secundaria,0,7.0,1,0,Medio,0,0,0,1
20,F,Rural,85.0,91.2,1,Medio,Secundaria,Primaria,0,9.1,1,1,Alto,0,0,0,0
20,M,Urbana,88.1,99.2,0,Medio,Ninguno,Primaria,0,4.0,1,0,Medio,0,0,0,1
15,M,Urbana,80.6,98.7,0,Medio,Secundaria,Secundaria,0,0.1,1,1,Alto,0,0,0,0
15,M,Urbana,76.9,93.6,0,Medio,Primaria,Primaria,1,4.1,1,0,Medio,0,0,0,0
14,F,Urbana,70.8,71.2,3,Bajo,Secundaria,Secundaria,0,0.7,1,0,Bajo,2,1,1,0
14,F,Rural,78.2,91.7,1,Bajo,Primaria,Primaria,0,8.7,1,1,Medio,1,1,1,1
17,M,Rural,56.3,80.6,1,Medio,Ninguno,Primaria,0,6.6,1,0,Bajo,2,0,0,0
17,M,Urbana,64.9,81.8,2,Medio,Primaria,Ninguno,0,1.9,1,0,Alto,0,0,1,0
16,M,Urbana,85.2,93.1,1,Bajo,Ninguno,Secundaria,0,0.3,1,0,Alto,0,1,0,0
16,M,Rural,48.4,68.6,6,Medio,Primaria,Primaria,0,7.0,1,1,Bajo,2,1,0,0
19,M,Rural,84.8,100.0,1,Medio,Secundaria,Superior,0,6.3,1,1,Medio,0,0,0,0
17,F,Urbana,94.5,87.0,0,Medio,Secundaria,Primaria,0,2.5,1,1,Alto,1,0,1,0
19,F,Rural,71.6,85.7,2,Alto,Secundaria,Secundaria,0,15.4,1,1,Medio,2,0,1,0
20,M,Urbana,64.7,82.0,2,Medio,Secundaria,Primaria,0,5.7,1,0,Alto,0,0,0,0
16,M,Urbana,71.6,71.5,2,Medio,Primaria,Secundaria,0,2.0,1,0,Bajo,1,1,0,0
15,F,Urbana,84.2,78.4,0,Medio,Secundaria,Secundaria,0,1.9,1,1,Bajo,0,1,0,0
20,F,Urbana,77.2,98.0,0,Bajo,Secundaria,Secundaria,0,1.8,1,0,Medio,2,0,0,0
18,F,Rural,66.7,100.0,3,Bajo,Ninguno,Primaria,0,5.7,1,0,Bajo,3,1,0,0
16,M,Urbana,56.7,67.9,6,Bajo,Secundaria,Secundaria,0,0.1,1,0,Alto,3,1,0,1
18,M,Urbana,76.1,96.4,0,Alto,Secundaria,Primaria,0,3.8,0,1,Medio,0,0,0,0
17,M,Urbana,78.1,71.5,1,Bajo,Secundaria,Secundaria,0,1.8,1,1,Medio,1,0,0,1
20,F,Urbana,79.5,100.0,0,Medio,Secundaria,Secundaria,0,1.3,1,1,Medio,0,0,0,0
15,F,Urbana,65.1,100.0,0,Medio,Ninguno,Primaria,0,0.7,1,0,Medio,0,0,0,0
20,F,Urbana,77.4,85.5,0,Medio,Secundaria,Secundaria,0,0.2,0,0,Alto,0,0,0,0
20,M,Rural,79.1,91.5,0,Alto,Primaria,Secundaria,0,11.3,1,0,Medio,0,0,0,0
15,M,Urbana,89.7,88.4,0,Medio,Superior,Ninguno,0,0.2,1,0,Alto,0,1,0,0
15,F,Rural,88.1,91.2,3,Bajo,Primaria,Primaria,0,17.5,1,1,Medio,0,0,0,0
17,F,Urbana,81.0,89.0,0,Medio,Primaria,Primaria,0,3.5,0,0,Medio,1,0,0,0
14,F,Rural,72.5,79.2,2,Medio,Primaria,Secundaria,1,16.8,0,0,Medio,1,0,1,0
16,M,Rural,72.7,79.6,1,Bajo,Primaria,Secundaria,0,5.1,1,1,Medio,1,0,0,0
17,M,Urbana,78.3,74.5,0,Medio,Primaria,Primaria,0,1.5,1,0,Medio,1,0,0,0
20,M,Urbana,95.8,100.0,0,Medio,Primaria,Primaria,0,3.7,1,1,Medio,0,0,0,0
20,F,Rural,74.6,89.4,1,Bajo,Secundaria,Ninguno,0,12.1,1,0,Medio,2,0,0,1
15,F,Urbana,76.2,94.7,0,Alto,Superior,Ninguno,0,3.3,1,1,Bajo,0,0,0,0
20,F,Urbana,89.7,88.0,1,Medio,Primaria,Primaria,0,1.2,1,1,Alto,0,0,1,0
14,M,Urbana,56.5,91.5,1,Medio,Secundaria,Ninguno,0,3.0,0,1,Alto,0,0,0,0
19,F,Urbana,82.2,94.6,2,Bajo,Superior,Ninguno,1,0.1,0,0,Medio,0,0,1,1
19,M,Urbana,73.6,92.8,2,Bajo,Primaria,Secundaria,0,0.8,1,0,Alto,1,0,0,0
20,F,Rural,72.0,82.1,2,Medio,Secundaria,Secundaria,0,7.9,1,0,Alto,1,1,0,0
15,F,Urbana,63.8,83.4,1,Medio,Primaria,Ninguno,0,3.5,1,1,Alto,2,1,0,0
20,F,Rural,56.1,82.9,1,Medio,Primaria,Secundaria,0,7.7,1,1,Bajo,1,1,0,1
14,F,Rural,90.9,100.0,1,Medio,Primaria,Primaria,0,5.7,1,0,Medio,0,0,0,0
17,F,Urbana,87.7,84.4,0,Bajo,Ninguno,Primaria,1,6.0,1,0,Medio,1,0,0,0
17,M,Urbana,77.9,97.0,0,Medio,Secundaria,Superior,0,4.3,1,0,Alto,0,1,0,0
16,M,Urbana,75.9,83.5,1,Alto,Secundaria,Secundaria,0,1.8,1,0,Medio,1,3,0,0
14,F,Urbana,76.6,84.2,0,Medio,Ninguno,Ninguno,0,6.8,1,1,Medio,0,0,1,0
19,F,Urbana,85.7,95.1,0,Medio,Superior,Primaria,0,2.2,1,1,Alto,0,0,0,1
16,M,Urbana,77.8,82.8,1,Alto,Primaria,Secundaria,0,4.1,1,1,Alto,2,0,1,0
18,F,Urbana,68.0,72.3,2,Bajo,Primaria,Primaria,0,1.6,1,0,Medio,1,0,1,0
16,M,Rural,90.6,92.1,0,Medio,Superior,Superior,0,7.2,1,1,Alto,0,0,0,0
16,F,Urbana,67.5,100.0,2,Alto,Superior,Primaria,0,3.1,1,1,Alto,0,1,0,0
20,M,Urbana,70.1,86.0,0,Medio,Secundaria,Ninguno,0,0.8,1,1,Medio,0,0,0,0
14,F,Urbana,77.2,91.5,2,Bajo,Primaria,Secundaria,0,0.5,1,1,Alto,0,0,0,0
19,M,Urbana,83.8,87.9,1,Alto,Primaria,Secundaria,0,4.4,1,1,Bajo,1,1,0,1
19,M,Rural,68.1,72.8,3,Bajo,Primaria,Secundaria,0,8.3,1,1,Bajo,1,0,0,1
16,F,Urbana,71.4,96.1,1,Bajo,Secundaria,Superior,0,11.2,1,0,Alto,0,0,0,0
15,F,Urbana,91.2,100.0,0,Bajo,Primaria,Superior,1,3.3,1,0,Medio,0,0,0,1
14,M,Urbana,80.4,99.7,0,Medio,Secundaria,Primaria,0,4.2,1,1,Medio,0,0,0,0
20,F,Urbana,83.6,100.0,2,Medio,Primaria,Ninguno,0,12.2,0,1,Alto,0,3,1,0
20,M,Urbana,74.1,86.7,1,Medio,Primaria,Primaria,0,3.5,1,1,Medio,1,1,0,1
15,M,Urbana,61.3,78.0,5,Alto,Primaria,Secundaria,0,0.4,1,1,Bajo,2,1,1,1
14,M,Rural,66.7,82.8,3,Medio,Secundaria,Secundaria,0,5.3,1,0,Bajo,1,0,0,0
14,M,Rural,94.6,88.2,1,Medio,Secundaria,Primaria,0,11.7,1,1,Medio,0,0,0,0
14,F,Urbana,85.6,93.3,0,Alto,Superior,Superior,0,1.8,1,1,Bajo,2,0,0,0
19,F,Rural,76.2,69.3,2,Alto,Superior,Primaria,0,9.2,0,0,Bajo,4,1,0,0
20,M,Urbana,60.5,76.1,2,Bajo,Secundaria,Secundaria,0,4.3,1,0,Alto,1,1,0,1
15,M,Rural,55.1,83.5,3,Bajo,Primaria,Superior,0,13.6,1,1,Medio,2,0,0,0
19,F,Urbana,67.3,69.7,1,Medio,Superior,Ninguno,1,3.2,1,1,Medio,2,1,1,0
15,F,Urbana,96.2,84.7,2,Alto,Superior,Primaria,0,7.9,1,0,Bajo,0,0,1,0
16,M,Urbana,72.3,92.1,0,Medio,Superior,Primaria,0,2.2,0,1,Medio,0,0,0,0
18,M,Urbana,73.6,80.3,4,Bajo,Primaria,Superior,0,0.2,0,0,Medio,2,0,0,0
19,M,Rural,73.6,99.7,1,Medio,Primaria,Primaria,0,5.1,0,0,Medio,0,0,0,1
20,M,Urbana,70.5,92.6,0,Medio,Secundaria,Superior,0,2.8,1,0,Medio,0,0,0,0
14,F,Urbana,93.0,100.0,0,Medio,Primaria,Secundaria,0,10.5,1,1,Medio,0,0,1,0
15,F,Urbana,85.3,84.5,2,Alto,Primaria,Secundaria,0,3.5,0,0,Bajo,1,0,0,0
15,F,Rural,81.8,76.7,1,Medio,Primaria,Superior,0,9.5,1,1,Bajo,1,0,1,0
16,F,Rural,55.7,81.0,1,Medio,Secundaria,Primaria,0,5.1,1,0,Medio,0,0,0,1
20,M,Urbana,74.1,78.8,2,Medio,Primaria,Secundaria,0,4.0,1,1,Bajo,1,0,1,0
19,F,Urbana,57.7,77.8,2,Medio,Secundaria,Primaria,0,2.2,1,0,Bajo,1,0,0,1
16,F,Urbana,62.6,65.6,1,Medio,Secundaria,Ninguno,1,1.7,1,1,Bajo,2,0,1,1
20,F,Rural,78.8,80.1,0,Medio,Secundaria,Ninguno,0,9.6,1,1,Alto,0,0,0,0
17,M,Rural,88.1,90.6,1,Medio,Secundaria,Primaria,0,7.8,1,1,Medio,1,1,0,0
17,F,Urbana,91.2,100.0,0,Medio,Superior,Secundaria,0,0.3,1,1,Medio,0,0,0,0
17,M,Rural,83.2,93.3,0,Medio,Primaria,Primaria,0,5.7,1,0,Medio,0,0,0,0
15,F,Urbana,76.3,82.0,1,Bajo,Primaria,Secundaria,0,0.9,1,1,Medio,0,0,0,0
20,F,Rural,87.2,93.2,0,Medio,Primaria,Ninguno,1,8.8,1,1,Medio,0,0,0,0
14,F,Urbana,71.3,98.5,0,Medio,Primaria,Secundaria,1,3.3,1,1,Medio,0,0,0,0
15,F,Urbana,95.8,100.0,0,Bajo,Secundaria,Secundaria,0,2.5,1,1,Medio,0,0,0,0
15,F,Urbana,80.5,100.0,0,Medio,Ninguno,Secundaria,0,3.9,1,0,Medio,0,0,0,0
15,M,Urbana,82.8,89.4,0,Bajo,Superior,Superior,0,0.1,1,1,Bajo,0,0,1,0
14,F,Rural,72.6,98.7,1,Alto,Ninguno,Ninguno,1,5.9,1,0,Alto,0,0,0,0
14,F,Urbana,68.9,99.9,2,Alto,Superior,Ninguno,0,1.0,1,0,Alto,1,0,1,0
18,M,Rural,84.6,90.5,0,Medio,Secundaria,Secundaria,0,5.5,1,1,Bajo,0,0,1,0
20,M,Rural,75.7,88.7,2,Medio,Ninguno,Primaria,0,5.3,1,1,Alto,0,0,0,0
14,M,Rural,67.3,76.4,2,Medio,Secundaria,Secundaria,0,4.4,1,1,Bajo,2,0,0,0
16,F,Rural,72.2,89.5,1,Medio,Primaria,Secundaria,0,5.2,1,1,Bajo,0,0,0,0
17,F,Urbana,86.9,82.3,1,Alto,Superior,Ninguno,1,2.4,1,1,Bajo,0,0,0,0
20,F,Urbana,84.8,82.4,3,Bajo,Secundaria,Superior,0,0.0,0,1,Alto,2,0,1,1
18,F,Urbana,79.9,88.0,1,Bajo,Secundaria,Ninguno,0,0.4,1,0,Bajo,1,0,0,1
19,F,Urbana,81.8,88.8,1,Medio,Primaria,Secundaria,0,3.3,1,1,Alto,0,1,0,1
18,F,Rural,52.7,75.5,2,Bajo,Superior,Primaria,0,8.1,1,0,Medio,2,2,0,1
16,M,Urbana,89.1,100.0,0,Medio,Secundaria,Secundaria,0,1.9,1,1,Medio,0,0,0,1
15,M,Urbana,80.3,81.9,1,Medio,Secundaria,Ninguno,0,2.1,0,0,Medio,0,0,0,0
20,M,Urbana,69.2,67.2,4,Bajo,Primaria,Superior,0,5.1,1,1,Bajo,3,3,0,0
19,F,Urbana,72.1,100.0,0,Medio,Primaria,Superior,0,0.2,1,0,Alto,0,0,0,0
14,M,Rural,70.0,70.5,2,Medio,Secundaria,Secundaria,0,5.4,1,1,Medio,5,1,0,0
19,M,Urbana,87.4,78.5,0,Alto,Secundaria,Secundaria,0,3.6,1,0,Medio,0,1,1,0
14,M,Rural,68.1,87.4,0,Medio,Secundaria,Secundaria,0,6.5,1,1,Bajo,0,0,0,0
19,F,Urbana,79.9,97.7,2,Bajo,Secundaria,Secundaria,1,7.4,1,1,Alto,1,0,0,1
19,F,Rural,56.2,83.1,2,Medio,Secundaria,Secundaria,0,8.1,1,0,Medio,2,1,0,0
14,F,Urbana,84.1,98.1,0,Medio,Primaria,Secundaria,0,3.2,1,1,Medio,0,0,0,0
17,M,Urbana,72.1,89.1,0,Medio,Secundaria,Superior,0,0.2,1,1,Medio,1,0,1,1
14,F,Urbana,71.0,83.6,1,Medio,Primaria,Secundaria,1,0.7,1,0,Medio,0,0,0,0
17,F,Urbana,66.5,90.7,2,Bajo,Superior,Primaria,0,1.5,1,0,Medio,2,0,0,1
20,F,Rural,66.8,77.0,3,Medio,Primaria,Superior,0,7.7,1,1,Bajo,3,0,0,0
14,M,Urbana,83.4,98.6,0,Medio,Secundaria,Primaria,0,4.4,0,0,Medio,0,0,1,0
16,M,Urbana,74.6,79.8,3,Bajo,Superior,Primaria,1,0.1,1,0,Bajo,1,0,1,0
20,F,Rural,66.2,75.1,1,Medio,Secundaria,Superior,0,5.5,1,1,Bajo,1,0,0,1
16,M,Urbana,73.2,75.8,1,Alto,Primaria,Primaria,0,1.8,0,1,Bajo,2,0,0,1
14,F,Urbana,65.7,83.1,0,Medio,Secundaria,Ninguno,0,0.7,1,0,Bajo,1,1,1,0
17,F,Rural,69.0,77.7,3,Bajo,Primaria,Secundaria,0,5.1,0,0,Medio,1,0,0,0
17,M,Urbana,72.9,80.6,3,Medio,Ninguno,Superior,0,6.6,1,1,Medio,1,0,0,0
18,F,Rural,62.0,76.8,1,Bajo,Secundaria,Ninguno,0,12.8,1,1,Medio,1,0,0,1
16,M,Urbana,75.9,86.9,3,Medio,Secundaria,Secundaria,0,1.2,1,1,Medio,1,0,0,1
20,F,Rural,72.5,87.0,1,Medio,Ninguno,Ninguno,0,5.4,0,1,Medio,0,1,0,0
17,M,Rural,69.5,85.9,1,Bajo,Superior,Primaria,0,7.5,1,0,Medio,1,0,0,1
16,M,Rural,86.4,91.7,0,Bajo,Primaria,Primaria,0,6.1,1,1,Alto,0,0,0,0
20,M,Urbana,66.0,76.1,4,Alto,Superior,Primaria,0,2.2,1,0,Alto,1,0,0,0
20,M,Rural,74.3,78.7,3,Bajo,Secundaria,Superior,0,6.3,1,0,Alto,1,2,0,0
17,F,Urbana,100.0,100.0,0,Alto,Superior,Secundaria,0,1.0,1,1,Alto,0,0,0,0
14,M,Rural,81.1,67.2,2,Medio,Secundaria,Superior,1,11.3,1,0,Alto,2,2,0,0
18,M,Urbana,78.7,99.2,0,Medio,Superior,Superior,0,1.3,1,0,Medio,0,0,1,0
17,M,Urbana,69.4,97.1,1,Bajo,Secundaria,Superior,0,0.2,1,0,Medio,1,0,0,0
15,M,Rural,57.2,71.4,4,Bajo,Primaria,Secundaria,1,7.4,0,0,Alto,3,1,0,0
18,M,Urbana,65.1,89.5,0,Bajo,Primaria,Primaria,0,7.0,1,0,Bajo,0,0,1,1
19,F,Urbana,89.1,91.9,0,Medio,Secundaria,Superior,1,0.5,1,0,Medio,0,0,0,0
14,F,Rural,82.5,97.1,0,Alto,Primaria,Secundaria,0,5.3,1,0,Alto,2,0,0,0
19,M,Urbana,76.7,92.0,0,Alto,Secundaria,Primaria,0,1.2,1,1,Medio,0,0,0,0
14,F,Urbana,42.8,60.1,4,Bajo,Primaria,Primaria,0,0.1,0,0,Bajo,3,1,0,0
19,F,Urbana,70.8,86.2,3,Bajo,Superior,Primaria,0,1.9,0,0,Medio,0,0,1,0
16,M,Urbana,73.7,68.0,2,Bajo,Primaria,Secundaria,0,1.6,1,1,Bajo,2,1,0,0
14,F,Urbana,71.1,69.1,2,Alto,Secundaria,Secundaria,0,2.3,1,1,Medio,1,0,0,0
20,M,Urbana,78.7,86.0,1,Bajo,Superior,Secundaria,1,1.0,1,1,Medio,1,0,1,0
15,M,Urbana,96.6,78.0,1,Bajo,Primaria,Primaria,0,1.4,0,0,Medio,1,0,0,0
18,M,Urbana,88.8,100.0,1,Medio,Secundaria,Ninguno,0,1.3,0,1,Medio,0,0,0,0
15,M,Urbana,45.4,81.1,3,Medio,Primaria,Superior,1,6.7,1,0,Bajo,4,1,0,0
20,F,Urbana,67.3,89.2,2,Bajo,Secundaria,Primaria,0,1.3,1,0,Medio,0,0,0,0
19,F,Urbana,73.6,67.9,2,Medio,Secundaria,Primaria,1,3.2,1,1,Bajo,1,0,0,0
19,M,Urbana,71.4,79.6,2,Bajo,Primaria,Secundaria,0,0.4,1,0,Medio,1,0,0,1
17,F,Urbana,70.7,77.9,2,Bajo,Ninguno,Superior,0,4.4,1,1,Medio,0,0,0,1
17,F,Rural,60.9,69.2,2,Bajo,Primaria,Secundaria,1,13.7,1,0,Bajo,2,2,0,1
18,F,Urbana,72.5,84.8,0,Medio,Primaria,Secundaria,1,2.6,1,1,Alto,0,1,0,1
19,F,Urbana,74.2,85.3,2,Alto,Secundaria,Primaria,0,7.9,1,1,Medio,2,0,0,0
19,F,Urbana,72.3,66.8,3,Medio,Primaria,Superior,0,19.2,1,1,Bajo,2,1,1,0
14,M,Urbana,94.7,93.4,0,Medio,Superior,Secundaria,0,0.0,0,1,Medio,0,0,0,0
18,F,Rural,75.9,71.0,2,Bajo,Superior,Secundaria,1,12.7,0,0,Bajo,2,1,1,0
14,F,Rural,63.9,82.7,1,Medio,Superior,Ninguno,0,5.4,1,0,Bajo,1,0,0,1
16,F,Rural,61.4,68.4,2,Alto,Secundaria,Secundaria,0,12.0,1,1,Alto,3,1,0,1
19,F,Urbana,76.8,92.8,0,Medio,Primaria,Primaria,1,1.6,1,1,Medio,0,0,0,0
15,M,Urbana,79.2,87.1,1,Alto,Secundaria,Secundaria,0,9.7,1,1,Alto,0,0,0,0
19,M,Urbana,75.9,92.2,0,Medio,Secundaria,Secundaria,0,0.3,1,1,Medio,1,0,0,0
17,M,Urbana,67.2,80.8,2,Medio,Superior,Secundaria,1,10.8,1,0,Alto,1,0,0,1
15,M,Urbana,85.4,93.0,2,Bajo,Primaria,Primaria,0,4.1,0,1,Alto,1,0,0,0
16,F,Urbana,78.8,89.0,0,Medio,Ninguno,Superior,1,0.1,0,1,Bajo,2,0,0,0
17,F,Urbana,64.2,72.9,3,Medio,Superior,Primaria,0,5.2,1,1,Bajo,3,1,0,0
19,F,Rural,73.8,96.4,2,Alto,Secundaria,Secundaria,0,6.1,1,0,Medio,2,0,0,1
18,F,Urbana,83.1,91.6,0,Alto,Primaria,Primaria,0,6.0,1,1,Medio,0,0,0,0
20,F,Urbana,77.8,84.2,1,Medio,Secundaria,Primaria,0,0.7,1,1,Medio,0,0,0,0
20,F,Rural,84.9,76.8,1,Alto,Ninguno,Superior,0,12.9,1,1,Medio,0,0,0,0
19,F,Rural,56.9,72.7,3,Alto,Secundaria,Ninguno,0,6.2,1,0,Alto,2,0,0,0
